match_id,season,date,team1,team2,venue,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,city
308,2012,2012-08-07,Rajasthan Royals,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,bat,Rajasthan Royals,39,0,Rovman Powell,Chennai
309,2012,2012-06-25,Deccan Chargers,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Deccan Chargers,bat,Deccan Chargers,0,1,Andre Russell,Lucknow
310,2012,2012-08-13,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,Mumbai Indians,31,0,Tilak Varma,Mumbai
311,2012,2012-08-16,Deccan Chargers,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat,Deccan Chargers,67,0,Washington Sundar,Kolkata
312,2012,2012-05-13,Deccan Chargers,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Deccan Chargers,field,Deccan Chargers,0,7,Rajat Patidar,Lucknow
313,2012,2012-07-03,Rajasthan Royals,Pune Warriors India,"Holkar Cricket Stadium, Indore",Pune Warriors India,field,Rajasthan Royals,10,0,Rovman Powell,Indore
314,2012,2012-05-15,Royal Challengers Bengaluru,Chennai Super Kings,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,69,0,Phil Salt,Kolkata
315,2012,2012-07-07,Kolkata Knight Riders,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat,Kolkata Knight Riders,0,5,Ajinkya Rahane,Delhi
316,2012,2012-05-17,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Kolkata Knight Riders,39,0,Manish Pandey,Kolkata
317,2012,2012-07-11,Royal Challengers Bengaluru,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,3,Virat Kohli,Jaipur
318,2012,2012-05-19,Mumbai Indians,Pune Warriors India,"Holkar Cricket Stadium, Indore",Mumbai Indians,bat,Pune Warriors India,81,0,Anshul Kamboj,Indore
319,2012,2012-05-20,Chennai Super Kings,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,bat,Chennai Super Kings,0,6,Rachin Ravindra,Chennai
320,2012,2012-05-21,Mumbai Indians,Deccan Chargers,"Wankhede Stadium, Mumbai",Deccan Chargers,field,Mumbai Indians,55,0,Ishan Kishan,Mumbai
321,2012,2012-05-22,Delhi Capitals,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Delhi Capitals,79,0,Karun Nair,Pune
322,2012,2012-09-18,Rajasthan Royals,Deccan Chargers,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,bat,Rajasthan Royals,54,0,Rovman Powell,Jaipur
323,2012,2012-09-21,Pune Warriors India,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Pune Warriors India,field,Kolkata Knight Riders,70,0,Ramandeep Singh,Mumbai
324,2012,2012-07-25,Delhi Capitals,Pune Warriors India,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat,Delhi Capitals,36,0,Jake Fraser-McGurk,Jaipur
325,2012,2012-09-27,Deccan Chargers,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,bat,Deccan Chargers,0,5,Shubman Gill,Dharamsala
326,2012,2012-05-27,Kolkata Knight Riders,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,Punjab Kings,0,6,Shreyas Iyer,Hyderabad
327,2012,2012-05-28,Delhi Capitals,Royal Challengers Bengaluru,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,field,Delhi Capitals,8,0,Karun Nair,Lucknow
328,2012,2012-08-02,Kolkata Knight Riders,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,field,Mumbai Indians,17,0,Suryakumar Yadav,Ahmedabad
329,2012,2012-05-30,Royal Challengers Bengaluru,Delhi Capitals,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Delhi Capitals,0,6,Faf du Plessis,Mumbai
330,2012,2012-05-31,Delhi Capitals,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Punjab Kings,field,Delhi Capitals,0,7,Vipraj Nigam,Lucknow
331,2012,2012-10-15,Delhi Capitals,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,7,Phil Salt,Mumbai
332,2012,2012-10-18,Rajasthan Royals,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Rajasthan Royals,field,Royal Challengers Bengaluru,0,1,Rajat Patidar,Kolkata
333,2013,2013-03-29,Kolkata Knight Riders,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,bat,Kolkata Knight Riders,45,0,Andre Russell,Lucknow
334,2013,2013-03-30,Royal Challengers Bengaluru,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,field,Royal Challengers Bengaluru,9,0,Phil Salt,Pune
335,2013,2013-04-04,Rajasthan Royals,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,bat,Rajasthan Royals,0,3,Dhruv Jurel,Chennai
336,2013,2013-04-07,Punjab Kings,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,4,Angkrish Raghuvanshi,Hyderabad
337,2013,2013-04-02,Punjab Kings,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,bat,Punjab Kings,0,2,Glenn Maxwell,Dharamsala
338,2013,2013-04-13,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,8,Tim David,Kolkata
339,2013,2013-04-04,Mumbai Indians,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,bat,Mumbai Indians,25,0,Tilak Varma,Mumbai
340,2013,2013-04-12,Rajasthan Royals,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,bat,Rajasthan Royals,0,8,Shimron Hetmyer,Delhi
341,2013,2013-04-14,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,0,8,Rajat Patidar,Mumbai
342,2013,2013-04-07,Chennai Super Kings,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,bat,Chennai Super Kings,51,0,Vijay Shankar,Bengaluru
343,2013,2013-04-08,Punjab Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Punjab Kings,24,0,Azmatullah Omarzai,Delhi
344,2013,2013-04-20,Mumbai Indians,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,3,Krunal Pandya,Mohali
345,2013,2013-04-22,Chennai Super Kings,Mumbai Indians,"DY Patil Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,0,9,Tilak Varma,Mumbai
346,2013,2013-04-11,Punjab Kings,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,field,Punjab Kings,0,1,Josh Inglis,Pune
347,2013,2013-04-12,Chennai Super Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,bat,Sunrisers Hyderabad,55,0,Abhishek Sharma,Mohali
348,2013,2013-05-13,Sunrisers Hyderabad,Chennai Super Kings,"Holkar Cricket Stadium, Indore",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,2,Abhishek Sharma,Indore
349,2013,2013-05-16,Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Rajasthan Royals,0,1,Dhruv Jurel,Jaipur
350,2013,2013-04-15,Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Chennai Super Kings,bat,Kolkata Knight Riders,37,0,Andre Russell,Kolkata
351,2013,2013-05-22,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,19,0,Shahbaz Ahmed,Jaipur
352,2013,2013-05-06,Mumbai Indians,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,bat,Kolkata Knight Riders,0,6,Ajinkya Rahane,Pune
353,2013,2013-05-08,Delhi Capitals,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,2,Ishan Kishan,Dharamsala
354,2013,2013-05-10,Royal Challengers Bengaluru,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,field,Punjab Kings,0,2,Nehal Wadhera,Mumbai
355,2013,2013-05-12,Punjab Kings,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,field,Chennai Super Kings,21,0,Rachin Ravindra,Pune
356,2013,2013-05-14,Rajasthan Royals,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,Rajasthan Royals,0,4,Yashasvi Jaiswal,Ahmedabad
357,2013,2013-04-22,Kolkata Knight Riders,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,Kolkata Knight Riders,0,9,Cameron Green,Mohali
358,2013,2013-04-23,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,Delhi Capitals,61,0,Axar Patel,Mumbai
359,2013,2013-05-20,Delhi Capitals,Chennai Super Kings,"Holkar Cricket Stadium, Indore",Delhi Capitals,field,Delhi Capitals,74,0,Karun Nair,Indore
360,2013,2013-06-18,Kolkata Knight Riders,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Delhi Capitals,2,0,Vipraj Nigam,Bengaluru
361,2013,2013-06-21,Royal Challengers Bengaluru,Delhi Capitals,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,5,Tim David,Kolkata
362,2013,2013-05-26,Rajasthan Royals,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Rajasthan Royals,67,0,Dhruv Jurel,Pune
363,2013,2013-06-27,Chennai Super Kings,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,Chennai Super Kings,9,0,Ravindra Jadeja,Ahmedabad
364,2013,2013-05-30,Rajasthan Royals,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,field,Rajasthan Royals,31,0,Yashasvi Jaiswal,Hyderabad
365,2013,2013-07-03,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,Delhi Capitals,0,5,Ashutosh Sharma,Hyderabad
366,2013,2013-05-01,Sunrisers Hyderabad,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,field,Kolkata Knight Riders,69,0,Ramandeep Singh,Mumbai
367,2013,2013-05-02,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Delhi Capitals,34,0,Harry Brook,Delhi
368,2013,2013-05-03,Delhi Capitals,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,43,0,Glenn Maxwell,Chennai
369,2013,2013-06-09,Rajasthan Royals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,Rajasthan Royals,0,2,Nitish Kumar Reddy,Delhi
370,2013,2013-07-18,Kolkata Knight Riders,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,field,Kolkata Knight Riders,0,3,Angkrish Raghuvanshi,Chennai
371,2013,2013-07-21,Kolkata Knight Riders,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,bat,Kolkata Knight Riders,0,2,Ramandeep Singh,Jaipur
372,2013,2013-06-15,Delhi Capitals,Punjab Kings,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,22,0,Harry Brook,Kolkata
373,2013,2013-05-08,Punjab Kings,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Sunrisers Hyderabad,62,0,Shahbaz Ahmed,Dharamsala
374,2013,2013-05-09,Mumbai Indians,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,bat,Punjab Kings,0,9,Nehal Wadhera,Ahmedabad
375,2013,2013-08-02,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Delhi Capitals,17,0,Faf du Plessis,Mumbai
376,2013,2013-06-23,Sunrisers Hyderabad,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,bat,Rajasthan Royals,38,0,Nitish Kumar Reddy,Lucknow
377,2013,2013-08-08,Delhi Capitals,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,field,Kolkata Knight Riders,25,0,Angkrish Raghuvanshi,Pune
378,2013,2013-05-13,Sunrisers Hyderabad,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat,Mumbai Indians,0,3,Rohit Sharma,Bengaluru
379,2013,2013-05-14,Delhi Capitals,Punjab Kings,"DY Patil Stadium, Mumbai",Punjab Kings,field,Punjab Kings,0,1,Prabhsimran Singh,Mumbai
380,2013,2013-05-15,Mumbai Indians,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,field,Mumbai Indians,61,0,Hardik Pandya,Mumbai
381,2013,2013-08-20,Royal Challengers Bengaluru,Chennai Super Kings,"Brabourne Stadium, Mumbai",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,67,0,Phil Salt,Mumbai
382,2013,2013-05-17,Royal Challengers Bengaluru,Kolkata Knight Riders,"Holkar Cricket Stadium, Indore",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,26,0,Manoj Bhandage,Indore
383,2013,2013-08-26,Kolkata Knight Riders,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,field,Sunrisers Hyderabad,6,0,Kamindu Mendis,Delhi
384,2013,2013-07-09,Kolkata Knight Riders,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,bat,Kolkata Knight Riders,0,2,Ramandeep Singh,Pune
385,2013,2013-09-01,Royal Challengers Bengaluru,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,bat,Mumbai Indians,0,8,Suryakumar Yadav,Dharamsala
386,2013,2013-05-21,Rajasthan Royals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,Kolkata Knight Riders,41,0,Cameron Green,Mumbai
387,2013,2013-05-22,Chennai Super Kings,Mumbai Indians,"Holkar Cricket Stadium, Indore",Chennai Super Kings,bat,Mumbai Indians,46,0,Tilak Varma,Indore
388,2013,2013-07-17,Rajasthan Royals,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,bat,Rajasthan Royals,59,0,Kunal Rathore,Chennai
389,2013,2013-07-19,Sunrisers Hyderabad,Delhi Capitals,"Holkar Cricket Stadium, Indore",Delhi Capitals,bat,Sunrisers Hyderabad,0,1,Heinrich Klaasen,Indore
390,2013,2013-09-16,Chennai Super Kings,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Chennai Super Kings,46,0,Ruturaj Gaikwad,Pune
391,2013,2013-07-23,Royal Challengers Bengaluru,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,84,0,Phil Salt,Pune
392,2013,2013-09-22,Mumbai Indians,Delhi Capitals,"Holkar Cricket Stadium, Indore",Mumbai Indians,field,Mumbai Indians,0,2,Tilak Varma,Indore
393,2013,2013-09-25,Kolkata Knight Riders,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,bat,Punjab Kings,0,1,Shreyas Iyer,Hyderabad
394,2013,2013-07-29,Royal Challengers Bengaluru,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Rajasthan Royals,bat,Royal Challengers Bengaluru,31,0,Phil Salt,Indore
395,2013,2013-05-30,Rajasthan Royals,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,Mumbai Indians,57,0,namin thir,Ahmedabad
396,2013,2013-08-02,Punjab Kings,Mumbai Indians,"Holkar Cricket Stadium, Indore",Mumbai Indians,field,Punjab Kings,84,0,Shreyas Iyer,Indore
397,2013,2013-06-01,Chennai Super Kings,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,Kolkata Knight Riders,0,5,Rinku Singh,Jaipur
398,2013,2013-06-02,Punjab Kings,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,Punjab Kings,0,8,Glenn Maxwell,Hyderabad
399,2014,2014-03-21,Chennai Super Kings,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",Chennai Super Kings,field,Chennai Super Kings,0,5,Ravindra Jadeja,Mumbai
400,2014,2014-03-22,Chennai Super Kings,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,bat,Mumbai Indians,0,7,Rohit Sharma,Pune
401,2014,2014-03-23,Rajasthan Royals,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,field,Rajasthan Royals,0,4,Riyan Parag,Bengaluru
402,2014,2014-03-24,Chennai Super Kings,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,Chennai Super Kings,0,9,MS Dhoni,Jaipur
403,2014,2014-04-02,Punjab Kings,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,field,Mumbai Indians,66,0,namin thir,Ahmedabad
404,2014,2014-03-26,Royal Challengers Bengaluru,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,6,Manoj Bhandage,Lucknow
405,2014,2014-04-08,Sunrisers Hyderabad,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,field,Sunrisers Hyderabad,38,0,Kamindu Mendis,Lucknow
406,2014,2014-04-11,Royal Challengers Bengaluru,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,Chennai Super Kings,0,4,Shaik Rasheed,Jaipur
407,2014,2014-04-06,Kolkata Knight Riders,Rajasthan Royals,"Brabourne Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,0,3,Riyan Parag,Mumbai
408,2014,2014-04-17,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,9,Adam Rossington,Hyderabad
409,2014,2014-04-20,Sunrisers Hyderabad,Punjab Kings,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,8,0,Ishan Kishan,Mumbai
410,2014,2014-04-01,Rajasthan Royals,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Sunrisers Hyderabad,field,Rajasthan Royals,38,0,Rovman Powell,Dharamsala
411,2014,2014-04-14,Mumbai Indians,Royal Challengers Bengaluru,"Holkar Cricket Stadium, Indore",Mumbai Indians,bat,Royal Challengers Bengaluru,0,4,Manoj Bhandage,Indore
412,2014,2014-04-03,Rajasthan Royals,Delhi Capitals,"DY Patil Stadium, Mumbai",Delhi Capitals,field,Rajasthan Royals,0,6,Yashasvi Jaiswal,Mumbai
413,2014,2014-04-04,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,0,6,Karun Nair,Delhi
414,2014,2014-04-05,Kolkata Knight Riders,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,Royal Challengers Bengaluru,0,2,Devdutt Padikkal,Mohali
415,2014,2014-05-08,Mumbai Indians,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,Mumbai Indians,0,1,Suryakumar Yadav,Delhi
416,2014,2014-04-07,Punjab Kings,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,bat,Delhi Capitals,0,5,Vipraj Nigam,Pune
417,2014,2014-05-14,Delhi Capitals,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,bat,Mumbai Indians,65,0,Ishan Kishan,Dharamsala
418,2014,2014-04-28,Sunrisers Hyderabad,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,43,0,Washington Sundar,Ahmedabad
419,2014,2014-05-20,Delhi Capitals,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Delhi Capitals,31,0,Karun Nair,Bengaluru
420,2014,2014-05-02,Mumbai Indians,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,bat,Mumbai Indians,37,0,Rohit Sharma,Pune
421,2014,2014-05-26,Delhi Capitals,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,field,Delhi Capitals,0,4,Axar Patel,Dharamsala
422,2014,2014-05-29,Chennai Super Kings,Mumbai Indians,"Eden Gardens, Kolkata",Chennai Super Kings,bat,Chennai Super Kings,0,4,Shivam Dube,Kolkata
423,2014,2014-06-01,Chennai Super Kings,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,bat,Punjab Kings,59,0,Glenn Maxwell,Ahmedabad
424,2014,2014-04-15,Mumbai Indians,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,field,Punjab Kings,0,4,Musheer Khan,Chennai
425,2014,2014-06-07,Sunrisers Hyderabad,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,Sunrisers Hyderabad,16,0,Travis Head,Mohali
426,2014,2014-06-10,Chennai Super Kings,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Chennai Super Kings,bat,Chennai Super Kings,38,0,Anshul Kamboj,Mumbai
427,2014,2014-05-16,Chennai Super Kings,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,21,0,Manoj Bhandage,Dharamsala
428,2014,2014-05-18,Kolkata Knight Riders,Chennai Super Kings,"Brabourne Stadium, Mumbai",Chennai Super Kings,bat,Kolkata Knight Riders,0,6,Ajinkya Rahane,Mumbai
429,2014,2014-04-20,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Royal Challengers Bengaluru,0,6,Rajat Patidar,Mumbai
430,2014,2014-06-22,Sunrisers Hyderabad,Delhi Capitals,"Holkar Cricket Stadium, Indore",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,5,Ishan Kishan,Indore
431,2014,2014-06-25,Chennai Super Kings,Punjab Kings,"DY Patil Stadium, Mumbai",Chennai Super Kings,field,Punjab Kings,9,0,Musheer Khan,Mumbai
432,2014,2014-06-28,Chennai Super Kings,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,field,Chennai Super Kings,0,4,Rachin Ravindra,Mumbai
433,2014,2014-04-24,Rajasthan Royals,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,field,Rajasthan Royals,0,5,Shimron Hetmyer,Chennai
434,2014,2014-05-30,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,bat,Delhi Capitals,0,7,Tristan Stubbs,Hyderabad
435,2014,2014-07-07,Delhi Capitals,Chennai Super Kings,"DY Patil Stadium, Mumbai",Chennai Super Kings,field,Chennai Super Kings,40,0,Vijay Shankar,Mumbai
436,2014,2014-07-10,Chennai Super Kings,Punjab Kings,"DY Patil Stadium, Mumbai",Chennai Super Kings,field,Punjab Kings,69,0,Nehal Wadhera,Mumbai
437,2014,2014-07-13,Rajasthan Royals,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,bat,Delhi Capitals,0,1,Ashutosh Sharma,Pune
438,2014,2014-06-07,Kolkata Knight Riders,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,bat,Kolkata Knight Riders,76,0,Manish Pandey,Ahmedabad
439,2014,2014-07-19,Royal Challengers Bengaluru,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,31,0,Krunal Pandya,Ahmedabad
440,2014,2014-05-01,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,0,3,Tim David,Ahmedabad
441,2014,2014-05-02,Punjab Kings,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Punjab Kings,6,0,Nehal Wadhera,Mumbai
442,2014,2014-06-15,Delhi Capitals,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,bat,Kolkata Knight Riders,67,0,Manish Pandey,Mohali
443,2014,2014-07-31,Rajasthan Royals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,Punjab Kings,84,0,Prabhsimran Singh,Ahmedabad
444,2014,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Kolkata Knight Riders,62,0,Ajinkya Rahane,Pune
445,2014,2014-05-06,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,47,0,Manoj Bhandage,Kolkata
446,2014,2014-06-23,Chennai Super Kings,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,bat,Chennai Super Kings,27,0,MS Dhoni,Bengaluru
447,2014,2014-05-08,Sunrisers Hyderabad,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,74,0,Heinrich Klaasen,Bengaluru
448,2014,2014-05-09,Mumbai Indians,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,Chennai Super Kings,0,5,Rachin Ravindra,Delhi
449,2014,2014-06-29,Kolkata Knight Riders,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Punjab Kings,bat,Kolkata Knight Riders,19,0,Angkrish Raghuvanshi,Lucknow
450,2014,2014-08-21,Rajasthan Royals,Chennai Super Kings,"Brabourne Stadium, Mumbai",Chennai Super Kings,field,Chennai Super Kings,49,0,Shivam Dube,Mumbai
451,2014,2014-05-12,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,79,0,Naman Dhir,Mumbai
452,2014,2014-08-27,Mumbai Indians,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,bat,Mumbai Indians,78,0,Naman Dhir,Ahmedabad
