match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,dismissal_kind
176,1,Delhi Capitals,Deccan Chargers,12,2,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,1,0,1,,0,
176,1,Delhi Capitals,Deccan Chargers,12,3,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,0,0,0,,0,
176,1,Delhi Capitals,Deccan Chargers,12,4,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,1,0,1,,0,
176,1,Delhi Capitals,Deccan Chargers,12,5,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,0,1,1,noballs,0,
176,1,Delhi Capitals,Deccan Chargers,12,6,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,0,0,0,,0,
176,1,Delhi Capitals,Deccan Chargers,13,1,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,0,0,0,,0,
176,1,Delhi Capitals,Deccan Chargers,13,2,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,1,0,1,,0,
176,1,Delhi Capitals,Deccan Chargers,13,3,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,2,1,3,wides,0,
176,1,Delhi Capitals,Deccan Chargers,13,4,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,0,0,0,,0,
176,1,Delhi Capitals,Deccan Chargers,13,5,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,1,0,1,,0,
176,1,Delhi Capitals,Deccan Chargers,13,6,Vipraj Nigam,Vipraj Nigam,Anshul Kamboj,0,0,0,,1,run out
176,2,Deccan Chargers,Delhi Capitals,0,1,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,0,2,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,0,3,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,0,4,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,4,0,4,,0,
176,2,Deccan Chargers,Delhi Capitals,0,5,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,0,6,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,1,1,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,4,0,4,,0,
176,2,Deccan Chargers,Delhi Capitals,1,2,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,1,3,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,1,4,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,1,5,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,1,6,Ajinkya Rahane,Venkatesh Iyer,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,2,1,Ajinkya Rahane,Venkatesh Iyer,Mitchell Starc,0,0,0,,1,caught
176,2,Deccan Chargers,Delhi Capitals,2,2,Venkatesh Iyer,Angkrish Raghuvanshi,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,2,3,Venkatesh Iyer,Angkrish Raghuvanshi,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,2,4,Venkatesh Iyer,Angkrish Raghuvanshi,Mitchell Starc,0,0,0,,1,caught
176,2,Deccan Chargers,Delhi Capitals,2,5,Angkrish Raghuvanshi,Rinku Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,2,6,Angkrish Raghuvanshi,Rinku Singh,Mitchell Starc,0,4,4,wides,1,run out
176,2,Deccan Chargers,Delhi Capitals,3,1,Rinku Singh,Manish Pandey,Mohit Sharma,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,3,2,Rinku Singh,Manish Pandey,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,3,3,Rinku Singh,Manish Pandey,Mohit Sharma,6,0,6,,0,
176,2,Deccan Chargers,Delhi Capitals,3,4,Rinku Singh,Manish Pandey,Mohit Sharma,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,3,5,Rinku Singh,Manish Pandey,Mohit Sharma,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,3,6,Rinku Singh,Manish Pandey,Mohit Sharma,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,4,1,Rinku Singh,Manish Pandey,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,4,2,Rinku Singh,Manish Pandey,Mohit Sharma,6,0,6,,0,
176,2,Deccan Chargers,Delhi Capitals,4,3,Rinku Singh,Manish Pandey,Mohit Sharma,0,0,0,,1,caught
176,2,Deccan Chargers,Delhi Capitals,4,4,Manish Pandey,Andre Russell,Mohit Sharma,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,4,5,Manish Pandey,Andre Russell,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,4,6,Manish Pandey,Andre Russell,Mohit Sharma,0,2,2,byes,0,
176,2,Deccan Chargers,Delhi Capitals,5,1,Manish Pandey,Andre Russell,Dushmantha Chameera,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,5,2,Manish Pandey,Andre Russell,Dushmantha Chameera,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,5,3,Manish Pandey,Andre Russell,Dushmantha Chameera,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,5,4,Manish Pandey,Andre Russell,Dushmantha Chameera,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,5,5,Manish Pandey,Andre Russell,Dushmantha Chameera,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,5,6,Manish Pandey,Andre Russell,Dushmantha Chameera,0,0,0,,1,run out
176,2,Deccan Chargers,Delhi Capitals,6,1,Andre Russell,Cameron Green,Mitchell Starc,0,0,0,,1,caught and bowled
176,2,Deccan Chargers,Delhi Capitals,6,2,Cameron Green,Ramandeep Singh,Mitchell Starc,3,0,3,,0,
176,2,Deccan Chargers,Delhi Capitals,6,3,Cameron Green,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,6,4,Cameron Green,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,6,5,Cameron Green,Ramandeep Singh,Mitchell Starc,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,6,6,Cameron Green,Ramandeep Singh,Mitchell Starc,4,0,4,,0,
176,2,Deccan Chargers,Delhi Capitals,7,1,Cameron Green,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,7,2,Cameron Green,Ramandeep Singh,Mitchell Starc,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,7,3,Cameron Green,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,7,4,Cameron Green,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,7,5,Cameron Green,Ramandeep Singh,Mitchell Starc,3,0,3,,0,
176,2,Deccan Chargers,Delhi Capitals,7,6,Cameron Green,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,8,1,Cameron Green,Ramandeep Singh,Mohit Sharma,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,8,2,Cameron Green,Ramandeep Singh,Mohit Sharma,0,1,1,noballs,0,
176,2,Deccan Chargers,Delhi Capitals,8,3,Cameron Green,Ramandeep Singh,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,8,4,Cameron Green,Ramandeep Singh,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,8,5,Cameron Green,Ramandeep Singh,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,8,6,Cameron Green,Ramandeep Singh,Mohit Sharma,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,9,1,Cameron Green,Ramandeep Singh,Mohit Sharma,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,9,2,Cameron Green,Ramandeep Singh,Mohit Sharma,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,9,3,Cameron Green,Ramandeep Singh,Mohit Sharma,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,9,4,Cameron Green,Ramandeep Singh,Mohit Sharma,6,0,6,,0,
176,2,Deccan Chargers,Delhi Capitals,9,5,Cameron Green,Ramandeep Singh,Mohit Sharma,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,9,6,Cameron Green,Ramandeep Singh,Mohit Sharma,4,0,4,,0,
176,2,Deccan Chargers,Delhi Capitals,10,1,Cameron Green,Ramandeep Singh,Mukesh Kumar,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,10,2,Cameron Green,Ramandeep Singh,Mukesh Kumar,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,10,3,Cameron Green,Ramandeep Singh,Mukesh Kumar,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,10,4,Cameron Green,Ramandeep Singh,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,10,5,Cameron Green,Ramandeep Singh,Mukesh Kumar,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,10,6,Cameron Green,Ramandeep Singh,Mukesh Kumar,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,11,1,Cameron Green,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,11,2,Cameron Green,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,11,3,Cameron Green,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,11,4,Cameron Green,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,11,5,Cameron Green,Ramandeep Singh,Mitchell Starc,0,1,1,noballs,0,
176,2,Deccan Chargers,Delhi Capitals,11,6,Cameron Green,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,12,1,Cameron Green,Ramandeep Singh,Dushmantha Chameera,4,0,4,,0,
176,2,Deccan Chargers,Delhi Capitals,12,2,Cameron Green,Ramandeep Singh,Dushmantha Chameera,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,12,3,Cameron Green,Ramandeep Singh,Dushmantha Chameera,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,12,4,Cameron Green,Ramandeep Singh,Dushmantha Chameera,4,0,4,,0,
176,2,Deccan Chargers,Delhi Capitals,12,5,Cameron Green,Ramandeep Singh,Dushmantha Chameera,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,12,6,Cameron Green,Ramandeep Singh,Dushmantha Chameera,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,13,1,Cameron Green,Ramandeep Singh,Kuldeep Yadav,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,13,2,Cameron Green,Ramandeep Singh,Kuldeep Yadav,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,13,3,Cameron Green,Ramandeep Singh,Kuldeep Yadav,0,0,0,,1,lbw
176,2,Deccan Chargers,Delhi Capitals,13,4,Ramandeep Singh,Ramandeep Singh,Kuldeep Yadav,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,13,5,Ramandeep Singh,Ramandeep Singh,Kuldeep Yadav,6,1,7,legbyes,0,
176,2,Deccan Chargers,Delhi Capitals,13,6,Ramandeep Singh,Ramandeep Singh,Kuldeep Yadav,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,14,1,Ramandeep Singh,Ramandeep Singh,Mitchell Starc,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,14,2,Ramandeep Singh,Ramandeep Singh,Mitchell Starc,0,0,0,,1,lbw
176,2,Deccan Chargers,Delhi Capitals,14,3,Ramandeep Singh,Ramandeep Singh,Mitchell Starc,2,0,2,,0,
176,2,Deccan Chargers,Delhi Capitals,14,4,Ramandeep Singh,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,14,5,Ramandeep Singh,Ramandeep Singh,Mitchell Starc,0,0,0,,1,bowled
176,2,Deccan Chargers,Delhi Capitals,14,6,Ramandeep Singh,Ramandeep Singh,Mitchell Starc,1,0,1,,0,
176,2,Deccan Chargers,Delhi Capitals,15,1,Ramandeep Singh,Ramandeep Singh,Kuldeep Yadav,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,15,2,Ramandeep Singh,Ramandeep Singh,Kuldeep Yadav,0,0,0,,0,
176,2,Deccan Chargers,Delhi Capitals,15,3,Ramandeep Singh,Ramandeep Singh,Kuldeep Yadav,0,0,0,,1,caught
177,1,Punjab Kings,Chennai Super Kings,0,1,Shreyas Iyer,Prabhsimran Singh,Matheesha Pathirana,0,0,0,,1,stumped
177,1,Punjab Kings,Chennai Super Kings,0,2,Prabhsimran Singh,Josh Inglis,Matheesha Pathirana,4,0,4,,0,
177,1,Punjab Kings,Chennai Super Kings,0,3,Prabhsimran Singh,Josh Inglis,Matheesha Pathirana,6,0,6,,0,
177,1,Punjab Kings,Chennai Super Kings,0,4,Prabhsimran Singh,Josh Inglis,Matheesha Pathirana,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,0,5,Prabhsimran Singh,Josh Inglis,Matheesha Pathirana,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,0,6,Prabhsimran Singh,Josh Inglis,Matheesha Pathirana,0,2,2,legbyes,1,run out
177,1,Punjab Kings,Chennai Super Kings,1,1,Josh Inglis,Nehal Wadhera,Noor Ahmad,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,1,2,Josh Inglis,Nehal Wadhera,Noor Ahmad,2,0,2,,0,
177,1,Punjab Kings,Chennai Super Kings,1,3,Josh Inglis,Nehal Wadhera,Noor Ahmad,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,1,4,Josh Inglis,Nehal Wadhera,Noor Ahmad,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,1,5,Josh Inglis,Nehal Wadhera,Noor Ahmad,4,0,4,,0,
177,1,Punjab Kings,Chennai Super Kings,1,6,Josh Inglis,Nehal Wadhera,Noor Ahmad,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,2,1,Josh Inglis,Nehal Wadhera,Matheesha Pathirana,0,4,4,byes,1,bowled
177,1,Punjab Kings,Chennai Super Kings,2,2,Nehal Wadhera,Musheer Khan,Matheesha Pathirana,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,2,3,Nehal Wadhera,Musheer Khan,Matheesha Pathirana,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,2,4,Nehal Wadhera,Musheer Khan,Matheesha Pathirana,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,2,5,Nehal Wadhera,Musheer Khan,Matheesha Pathirana,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,2,6,Nehal Wadhera,Musheer Khan,Matheesha Pathirana,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,3,1,Nehal Wadhera,Musheer Khan,Khaleel Ahmed,4,0,4,,0,
177,1,Punjab Kings,Chennai Super Kings,3,2,Nehal Wadhera,Musheer Khan,Khaleel Ahmed,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,3,3,Nehal Wadhera,Musheer Khan,Khaleel Ahmed,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,3,4,Nehal Wadhera,Musheer Khan,Khaleel Ahmed,2,0,2,,0,
177,1,Punjab Kings,Chennai Super Kings,3,5,Nehal Wadhera,Musheer Khan,Khaleel Ahmed,0,0,0,,1,run out
177,1,Punjab Kings,Chennai Super Kings,3,6,Musheer Khan,Glenn Maxwell,Khaleel Ahmed,2,0,2,,0,
177,1,Punjab Kings,Chennai Super Kings,4,1,Musheer Khan,Glenn Maxwell,Gurjapneet Singh,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,4,2,Musheer Khan,Glenn Maxwell,Gurjapneet Singh,6,0,6,,0,
177,1,Punjab Kings,Chennai Super Kings,4,3,Musheer Khan,Glenn Maxwell,Gurjapneet Singh,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,4,4,Musheer Khan,Glenn Maxwell,Gurjapneet Singh,0,0,0,,1,bowled
177,1,Punjab Kings,Chennai Super Kings,4,5,Glenn Maxwell,Marcus Stoinis,Gurjapneet Singh,4,0,4,,0,
177,1,Punjab Kings,Chennai Super Kings,4,6,Glenn Maxwell,Marcus Stoinis,Gurjapneet Singh,4,0,4,,0,
177,1,Punjab Kings,Chennai Super Kings,5,1,Glenn Maxwell,Marcus Stoinis,Khaleel Ahmed,1,0,1,,0,
177,1,Punjab Kings,Chennai Super Kings,5,2,Glenn Maxwell,Marcus Stoinis,Khaleel Ahmed,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,5,3,Glenn Maxwell,Marcus Stoinis,Khaleel Ahmed,4,0,4,,0,
177,1,Punjab Kings,Chennai Super Kings,5,4,Glenn Maxwell,Marcus Stoinis,Khaleel Ahmed,0,0,0,,1,run out
177,1,Punjab Kings,Chennai Super Kings,5,5,Marcus Stoinis,Azmatullah Omarzai,Khaleel Ahmed,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,5,6,Marcus Stoinis,Azmatullah Omarzai,Khaleel Ahmed,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,6,1,Marcus Stoinis,Azmatullah Omarzai,Anshul Kamboj,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,6,2,Marcus Stoinis,Azmatullah Omarzai,Anshul Kamboj,2,1,3,wides,0,
177,1,Punjab Kings,Chennai Super Kings,6,3,Marcus Stoinis,Azmatullah Omarzai,Anshul Kamboj,0,0,0,,1,run out
177,1,Punjab Kings,Chennai Super Kings,6,4,Azmatullah Omarzai,Azmatullah Omarzai,Anshul Kamboj,0,0,0,,1,run out
177,1,Punjab Kings,Chennai Super Kings,6,5,Azmatullah Omarzai,Azmatullah Omarzai,Anshul Kamboj,2,0,2,,0,
177,1,Punjab Kings,Chennai Super Kings,6,6,Azmatullah Omarzai,Azmatullah Omarzai,Anshul Kamboj,0,0,0,,0,
177,1,Punjab Kings,Chennai Super Kings,7,1,Azmatullah Omarzai,Azmatullah Omarzai,Khaleel Ahmed,0,0,0,,1,stumped
177,1,Punjab Kings,Chennai Super Kings,7,2,Azmatullah Omarzai,Azmatullah Omarzai,Khaleel Ahmed,0,0,0,,1,caught
177,2,Chennai Super Kings,Punjab Kings,0,1,Ruturaj Gaikwad,Rachin Ravindra,Yuzvendra Chahal,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,0,2,Ruturaj Gaikwad,Rachin Ravindra,Yuzvendra Chahal,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,0,3,Ruturaj Gaikwad,Rachin Ravindra,Yuzvendra Chahal,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,0,4,Ruturaj Gaikwad,Rachin Ravindra,Yuzvendra Chahal,0,1,1,noballs,0,
177,2,Chennai Super Kings,Punjab Kings,0,5,Ruturaj Gaikwad,Rachin Ravindra,Yuzvendra Chahal,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,0,6,Ruturaj Gaikwad,Rachin Ravindra,Yuzvendra Chahal,0,0,0,,1,caught
177,2,Chennai Super Kings,Punjab Kings,1,1,Rachin Ravindra,MS Dhoni,Rahul Chahar,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,1,2,Rachin Ravindra,MS Dhoni,Rahul Chahar,0,0,0,,1,lbw
177,2,Chennai Super Kings,Punjab Kings,1,3,MS Dhoni,Shaik Rasheed,Rahul Chahar,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,1,4,MS Dhoni,Shaik Rasheed,Rahul Chahar,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,1,5,MS Dhoni,Shaik Rasheed,Rahul Chahar,0,0,0,,1,caught
177,2,Chennai Super Kings,Punjab Kings,1,6,Shaik Rasheed,Anshul Kamboj,Rahul Chahar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,2,1,Shaik Rasheed,Anshul Kamboj,Arshdeep Singh,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,2,2,Shaik Rasheed,Anshul Kamboj,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,2,3,Shaik Rasheed,Anshul Kamboj,Arshdeep Singh,0,0,0,,1,stumped
177,2,Chennai Super Kings,Punjab Kings,2,4,Anshul Kamboj,Ravindra Jadeja,Arshdeep Singh,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,2,5,Anshul Kamboj,Ravindra Jadeja,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,2,6,Anshul Kamboj,Ravindra Jadeja,Arshdeep Singh,0,0,0,,1,caught
177,2,Chennai Super Kings,Punjab Kings,3,1,Ravindra Jadeja,Shivam Dube,Arshdeep Singh,6,1,7,noballs,0,
177,2,Chennai Super Kings,Punjab Kings,3,2,Ravindra Jadeja,Shivam Dube,Arshdeep Singh,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,3,3,Ravindra Jadeja,Shivam Dube,Arshdeep Singh,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,3,4,Ravindra Jadeja,Shivam Dube,Arshdeep Singh,0,0,0,,1,caught
177,2,Chennai Super Kings,Punjab Kings,3,5,Shivam Dube,Vijay Shankar,Arshdeep Singh,3,0,3,,0,
177,2,Chennai Super Kings,Punjab Kings,3,6,Shivam Dube,Vijay Shankar,Arshdeep Singh,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,4,1,Shivam Dube,Vijay Shankar,Rahul Chahar,0,2,2,legbyes,0,
177,2,Chennai Super Kings,Punjab Kings,4,2,Shivam Dube,Vijay Shankar,Rahul Chahar,6,0,6,,0,
177,2,Chennai Super Kings,Punjab Kings,4,3,Shivam Dube,Vijay Shankar,Rahul Chahar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,4,4,Shivam Dube,Vijay Shankar,Rahul Chahar,0,0,0,,1,caught
177,2,Chennai Super Kings,Punjab Kings,4,5,Vijay Shankar,Vijay Shankar,Rahul Chahar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,4,6,Vijay Shankar,Vijay Shankar,Rahul Chahar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,5,1,Vijay Shankar,Vijay Shankar,Harpreet Brar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,5,2,Vijay Shankar,Vijay Shankar,Harpreet Brar,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,5,3,Vijay Shankar,Vijay Shankar,Harpreet Brar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,5,4,Vijay Shankar,Vijay Shankar,Harpreet Brar,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,5,5,Vijay Shankar,Vijay Shankar,Harpreet Brar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,5,6,Vijay Shankar,Vijay Shankar,Harpreet Brar,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,6,1,Vijay Shankar,Vijay Shankar,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,6,2,Vijay Shankar,Vijay Shankar,Arshdeep Singh,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,6,3,Vijay Shankar,Vijay Shankar,Arshdeep Singh,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,6,4,Vijay Shankar,Vijay Shankar,Arshdeep Singh,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,6,5,Vijay Shankar,Vijay Shankar,Arshdeep Singh,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,6,6,Vijay Shankar,Vijay Shankar,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,7,1,Vijay Shankar,Vijay Shankar,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,7,2,Vijay Shankar,Vijay Shankar,Arshdeep Singh,6,0,6,,0,
177,2,Chennai Super Kings,Punjab Kings,7,3,Vijay Shankar,Vijay Shankar,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,7,4,Vijay Shankar,Vijay Shankar,Arshdeep Singh,6,0,6,,0,
177,2,Chennai Super Kings,Punjab Kings,7,5,Vijay Shankar,Vijay Shankar,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,7,6,Vijay Shankar,Vijay Shankar,Arshdeep Singh,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,8,1,Vijay Shankar,Vijay Shankar,Marco Jansen,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,8,2,Vijay Shankar,Vijay Shankar,Marco Jansen,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,8,3,Vijay Shankar,Vijay Shankar,Marco Jansen,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,8,4,Vijay Shankar,Vijay Shankar,Marco Jansen,3,0,3,,0,
177,2,Chennai Super Kings,Punjab Kings,8,5,Vijay Shankar,Vijay Shankar,Marco Jansen,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,8,6,Vijay Shankar,Vijay Shankar,Marco Jansen,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,9,1,Vijay Shankar,Vijay Shankar,Harpreet Brar,3,0,3,,0,
177,2,Chennai Super Kings,Punjab Kings,9,2,Vijay Shankar,Vijay Shankar,Harpreet Brar,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,9,3,Vijay Shankar,Vijay Shankar,Harpreet Brar,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,9,4,Vijay Shankar,Vijay Shankar,Harpreet Brar,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,9,5,Vijay Shankar,Vijay Shankar,Harpreet Brar,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,9,6,Vijay Shankar,Vijay Shankar,Harpreet Brar,1,0,1,,0,
177,2,Chennai Super Kings,Punjab Kings,10,1,Vijay Shankar,Vijay Shankar,Marco Jansen,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,10,2,Vijay Shankar,Vijay Shankar,Marco Jansen,2,0,2,,0,
177,2,Chennai Super Kings,Punjab Kings,10,3,Vijay Shankar,Vijay Shankar,Marco Jansen,4,0,4,,0,
177,2,Chennai Super Kings,Punjab Kings,10,4,Vijay Shankar,Vijay Shankar,Marco Jansen,0,0,0,,0,
177,2,Chennai Super Kings,Punjab Kings,10,5,Vijay Shankar,Vijay Shankar,Marco Jansen,3,0,3,,0,
177,2,Chennai Super Kings,Punjab Kings,10,6,Vijay Shankar,Vijay Shankar,Marco Jansen,1,0,1,,0,
